"problem","solution","typification","business_unit"
"O cliente deseja saber como identificar a versão do app instalada","Para identificar a versão do app instalado no aparelho do cliente, oriente-o a seguir o passo a passo:
Na página inicial do app, clique no ícone de um boneco disponível na parte de cima do app; vá ao fim da página e veja o número da versão do app PagBank.","Unidade de negócio: PagBank
Produto: Aplicativo PagBank
Motivo: Uso do aplicativo
Submotivo: Como atualizar a versão do aplicativo
Conclusão: Orientação","PagBank"
"O cliente deseja saber como atualizar o App PagBank no sistema Android","No Android:
Vá até a Play Store, procure pelo aplicativo PagBank. Caso o botão **Atualizar** esteja disponível, há uma nova versão. Toque no botão **Atualizar** e aguarde; pronto! Agora é só continuar utilizando o seu app.

Para clientes que usam o sistema Android, se a atualização ficar com o status ""download pendente"", oriente-o a:
- Selecionar **Configurações**;
- Clicar em **Aplicativos**;
- Entrar em **Google Play Store** na lista de aplicativos;
- Já dentro da Play Store, acessar a área de **Armazenamento**;
- Tocar nos botões **Limpar Cache** e depois em **Limpar Dados**;
- Voltar ao Google Play e retomar a instalação do super app.","Unidade de negócio: PagBank
Produto: Aplicativo PagBank
Motivo: Uso do aplicativo
Submotivo: Como atualizar a versão do aplicativo
Conclusão: Orientação","PagBank"
"O cliente deseja saber como atualizar o App PagBank no sistema iOS","No iOS:
Vá até a Apple Store, busque o App PagBank ou entre na aba **Atualizações**. Deslize a tela para baixo e aguarde a página ser atualizada. Ao lado do aplicativo PagBank, toque em **Atualizar** e espere o processo ser concluído; pronto! Agora é só acessar o seu aplicativo e usá-lo sempre que precisar.","Unidade de negócio: PagBank
Produto: Aplicativo PagBank
Motivo: Uso do aplicativo
Submotivo: Como atualizar a versão do aplicativo
Conclusão: Orientação","PagBank"
"Como cadastrar uma chave Pix no site PagBank?","Para cadastrar uma chave Pix no site PagBank, siga o passo a passo:
1. Acesse o site PagBank e faça login com seu e-mail e senha;
2. Clique em **Pix/QR Code** no menu;
3. Escolha a opção **Cadastrar chave**;
4. Selecione o tipo de chave (CPF/CNPJ, E-mail, Telefone etc.) e insira os dados solicitados;
5. Confirme a operação.

Pronto! A chave Pix estará cadastrada no PagBank.","Unidade de negócio: PagBank
Produto: Pix
Motivo: Cadastro de Chave Pix
Submotivo: Cadastramento de chave Pix via site
Conclusão: Orientação","PagBank"
"Como cancelar a portabilidade de salário","Para cancelar a portabilidade de salário, o cliente precisa entrar em contato diretamente com o banco de origem que autorizou a portabilidade. Somente o banco de origem pode realizar o cancelamento dessa solicitação.","Unidade de negócio: PagBank
Produto: Portabilidade de Salário
Motivo: Cancelamento de portabilidade
Submotivo: Cliente orientado a contatar o banco de origem
Conclusão: Orientação","PagBank"
"Como devolver uma transferência Pix no site PagBank.","No momento, não é possível devolver uma transferência Pix pelo site PagBank. O cliente consegue fazer a devolução pelo aplicativo PagBank: basta acessar o extrato, identificar a transação Pix recebida que deseja devolver, clicar nela para ver os detalhes, rolar a tela para baixo e selecionar a opção **Devolver transferência**.","Unidade de negócio: PagBank
Produto: Pix
Motivo: Devolução de Pix
Submotivo: Devolução de transferência via site (não disponível)
Conclusão: Orientação","PagBank"
"Como exportar o Informe de Rendimentos da conta PagBank?","Para exportar o Informe de Rendimentos da conta PagBank, faça o seguinte:
- Acesse o site PagBank e faça login;
- Clique no menu **Extratos e Relatórios**;
- Selecione **Imposto de Renda**;
- Baixe o arquivo do Informe de Rendimentos.

Caso o arquivo não abra diretamente, será necessário informar o CPF ou CNPJ da conta para acessá-lo.","Unidade de negócio: PagBank
Produto: Conta PagBank
Motivo: Informe de Rendimentos
Submotivo: Exportar/baixar Informe de Rendimentos
Conclusão: Orientação","PagBank"
"Como fazer uma transferência Pix no site PagBank.","Para fazer uma transferência Pix pelo site PagBank, é necessário ter uma **conta CNPJ**. Caso o cliente possua conta Pessoa Física, a transferência Pix deve ser feita pelo aplicativo. Se o cliente tiver conta de Pessoa Jurídica (empresa), ele pode seguir estes passos no site:
1. Acesse sua conta PagBank pelo site;
2. Clique em **Pix** no menu;
3. Selecione **Fazer transferência por Pix**;
4. Escolha o tipo de chave Pix do destinatário (E-mail, Celular, CPF/CNPJ ou chave aleatória) e insira o dado correspondente;
5. Insira o valor da transferência e confirme os detalhes;
6. Conclua a transferência.

Lembre-se: pelo site, apenas contas CNPJ podem realizar Pix; contas PF devem usar o app.","Unidade de negócio: PagBank
Produto: Pix
Motivo: Transferência Pix
Submotivo: Transferência Pix via site PagBank
Conclusão: Orientação","PagBank"
"Veja o que é Folha de pagamento e quais os passos para utilizar.","A folha de pagamento é uma ferramenta disponibilizada pelo PagBank para clientes empresariais, que permite realizar o pagamento dos funcionários diretamente pelo site. Para utilizar a folha de pagamento, é necessário:
1. Ter uma conta PagBank ativa e validada para a empresa;
2. Cadastrar os funcionários como beneficiários (cada funcionário precisa ter uma conta PagBank ativa);
3. Acessar a funcionalidade **Folha de Pagamento** no site PagBank;
4. Seguir as instruções para importar ou inserir os dados da folha (valores, funcionários, datas etc.);
5. Confirmar e agendar os pagamentos conforme necessidade.

Com a folha de pagamento PagBank, os pagamentos aos funcionários podem ser feitos de forma fácil e 100% gratuita.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Uso da Folha de Pagamento
Submotivo: Orientações sobre uso da ferramenta
Conclusão: Orientação","PagBank"
"Regras da Folha de Pagamento","As regras para utilização da Folha de Pagamento do PagBank incluem:
- Todos os funcionários da empresa precisam ter uma conta PagBank ativa e validada para receber via folha de pagamento;
- É possível agendar os pagamentos da folha para datas específicas (como todo dia 5 ou todo final de mês);
- Se o dia do pagamento cair em fim de semana ou feriado, o PagBank antecipa para o dia útil anterior;
- Não há cobrança de tarifas para utilizar a folha de pagamento do PagBank;
- A funcionalidade está disponível 24h por dia, 7 dias por semana, pelo site PagBank.

Certifique-se de seguir essas regras para garantir que todos os pagamentos sejam realizados corretamente.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Dúvidas sobre regras da folha de pagamento
Submotivo: Cliente orientado sobre regras da ferramenta
Conclusão: Orientação","PagBank"
"Quais são os benefícios da Folha de Pagamento?","Os benefícios da Folha de Pagamento PagBank incluem:
- **Gratuidade:** o serviço é 100% gratuito, sem tarifas para a empresa ou para os funcionários;
- **Praticidade:** permite agendar pagamentos de forma automática, facilitando a gestão de pagamentos recorrentes;
- **Abertura de conta facilitada:** os funcionários podem abrir contas PagBank gratuitamente para receber seus pagamentos;
- **Vantagens para funcionários:** os funcionários que recebem via PagBank têm benefícios como saques gratuitos e cartão PagBank.

Esses benefícios tornam a Folha de Pagamento do PagBank uma opção vantajosa para empresas que desejam simplificar o pagamento de colaboradores.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Vantagens da Folha de Pagamento
Submotivo: Cliente orientado sobre benefícios da ferramenta
Conclusão: Orientação","PagBank"
"Como cancelar o agendamento da folha de pagamento?","Para cancelar um agendamento da folha de pagamento no PagBank:
1. Acesse a seção **Folha de Pagamento** no site PagBank;
2. Clique em **Detalhes da transferência** referente ao agendamento que deseja cancelar;
3. Na lista de agendamentos (Histórico de arquivos), localize o agendamento futuro;
4. Clique em **Cancelar agendamento** e confirme a operação.

Após cancelar, caso exista um pagamento programado para o mesmo dia, ele ainda será efetuado; a partir do dia seguinte, o agendamento estará cancelado.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Cancelamento de agendamento
Submotivo: Cliente orientado a cancelar agendamento da folha
Conclusão: Orientação","PagBank"
"Como cancelar o agendamento pelo aplicativo para folha de pagamento?","Para cancelar um agendamento da folha de pagamento pelo aplicativo PagBank:
1. Faça login no app PagBank;
2. No menu, toque em **Folha de Pagamento**;
3. Selecione a opção **Conferir agendamento** (caso haja um agendamento ativo);
4. Toque em **Cancelar agendamento** e confirme a operação.

Após esse procedimento, o agendamento programado será cancelado (lembrando que se houver um pagamento previsto para o dia do cancelamento, ele ainda será realizado).","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Cancelamento de agendamento (via app)
Submotivo: Cliente orientado a cancelar agendamento pelo app
Conclusão: Orientação","PagBank"
"Por onde posso importar arquivos da folha de pagamento?","O cliente pode importar os arquivos da folha de pagamento diretamente pelo site PagBank. Na seção **Folha de Pagamento** do site, existe uma opção para **importar arquivos** com os dados da folha (normalmente em formato .CSV ou planilha). Basta acessar essa opção, selecionar o arquivo com as informações de pagamento dos funcionários e fazer a importação.

Essa funcionalidade permite que a empresa envie em lote os dados da folha, facilitando o processo de pagamento.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Importação de arquivos
Submotivo: Cliente orientado sobre importação de folha de pagamento
Conclusão: Orientação","PagBank"
"Como fazer o agendamento da folha de pagamento?","Para agendar a folha de pagamento no PagBank:
1. Acesse a opção **Folha de Pagamento** no site PagBank;
2. Insira ou importe os dados dos funcionários e valores a serem pagos, caso ainda não tenha feito;
3. Escolha a data em que deseja que os pagamentos sejam realizados (pode ser uma data específica da semana ou do mês);
4. Confirme o agendamento.

A partir daí, o PagBank efetuará os pagamentos conforme o agendamento definido. Lembre-se de que, se a data cair em fim de semana ou feriado, o pagamento será antecipado para o dia útil anterior.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Agendamento de folha de pagamento
Submotivo: Cliente orientado a agendar pagamentos
Conclusão: Orientação","PagBank"
"Como consultar os agendamentos da folha de pagamento?","Para consultar os agendamentos já programados na Folha de Pagamento PagBank:
1. Acesse a seção **Folha de Pagamento** no site PagBank;
2. Procure a aba ou opção de **Histórico de arquivos** ou **Agendamentos realizados**;
3. Nessa aba, você verá a lista de agendamentos de folha de pagamento já cadastrados, incluindo datas e status;
4. Clique em um agendamento específico para ver mais detalhes, se necessário.

Assim, o cliente pode verificar quais pagamentos já estão agendados e acompanhar seu status.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Consulta de agendamentos
Submotivo: Cliente orientado a consultar agendamentos
Conclusão: Orientação","PagBank"
"Quais os status do agendamento da folha de pagamento?","Os agendamentos da folha de pagamento podem apresentar alguns status, por exemplo:
- **Pendente:** o agendamento foi criado e o pagamento está programado para a data futura definida;
- **Concluído:** o agendamento já foi executado e os pagamentos realizados;
- **Cancelado:** o agendamento foi cancelado pelo cliente antes da execução;
- **Rejeitado:** o agendamento não pôde ser executado (pode ocorrer por falta de saldo ou outros motivos operacionais).

Esses status ajudam o cliente a entender a situação de cada agendamento programado.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Dúvidas sobre status de agendamento
Submotivo: Cliente orientado sobre status de folha de pagamento
Conclusão: Orientação","PagBank"
"Como aprovar ou rejeitar o agendamento da folha de pagamento?","Para aprovar ou rejeitar um agendamento da folha de pagamento:
- Caso haja um fluxo de aprovação (por exemplo, se um usuário cadastrou o agendamento e outro precisa aprovar), o aprovador deve acessar a seção **Folha de Pagamento** no site PagBank, localizar o agendamento pendente de aprovação e clicar em **Aprovar** ou **Rejeitar** conforme o caso.
- Se o sistema PagBank não exige aprovação explícita (a maioria dos agendamentos é automática), então todos os agendamentos criados serão executados automaticamente a menos que o cliente cancele (o que seria equivalente a rejeitar antes da execução).

No contexto do PagBank, geralmente o agendamento é criado pelo próprio cliente e não requer uma segunda aprovação. A ""rejeição"" seria efetivamente o cancelamento do agendamento antes do pagamento.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Aprovação/rejeição de agendamento
Submotivo: Cliente orientado sobre aprovação de folha de pagamento
Conclusão: Orientação","PagBank"
"Aprovação de agendamento da folha de pagamento no site PagBank","A aprovação de um agendamento de folha de pagamento no site PagBank, caso necessária, deve ser feita na própria área de Folha de Pagamento. Se o PagBank permitir configuração de múltiplos perfis (um que agenda e outro que aprova), o usuário com poderes de aprovação deverá:
1. Entrar na seção **Folha de Pagamento** no site PagBank;
2. Visualizar os agendamentos pendentes de aprovação;
3. Selecionar o agendamento e clicar em **Aprovar**.

No entanto, se não houver um mecanismo de aprovação adicional, então todos os agendamentos inseridos serão automaticamente considerados aprovados e executados na data prevista, a menos que cancelados.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Dúvidas sobre aprovação de agendamento
Submotivo: Cliente orientado sobre aprovação de agendamento
Conclusão: Orientação","PagBank"
"Como consultar os agendamentos realizados da folha de pagamento no site PagBank","Para consultar agendamentos já realizados (executados) da folha de pagamento no site PagBank:
1. Acesse o site PagBank e faça login na conta empresarial;
2. Vá até a seção **Folha de Pagamento**;
3. Procure pela lista de **Histórico** ou **Agendamentos realizados**;
4. Ali estarão listados os agendamentos de folha de pagamento que já foram processados, possivelmente com detalhes como data de execução, valores e status (concluído, cancelado etc.).

Assim, o cliente consegue visualizar todos os agendamentos que já foram efetivados pelo PagBank.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Consulta de agendamentos realizados
Submotivo: Cliente orientado a consultar histórico de agendamentos
Conclusão: Orientação","PagBank"
"Quais os status do agendamento da folha de pagamento no site PagBank","Os status dos agendamentos de folha de pagamento no site PagBank podem incluir:
- **Agendado/Pendente:** pagamento programado para data futura;
- **Concluído:** pagamento realizado com sucesso na data agendada;
- **Cancelado:** agendamento cancelado antes da data;
- **Não realizado/Rejeitado:** o pagamento não ocorreu, seja por cancelamento manual ou por alguma falha (por exemplo, falta de saldo na data).

Esses status são exibidos na área de Folha de Pagamento e permitem ao cliente acompanhar a situação de cada folha programada.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Dúvidas sobre status de agendamento
Submotivo: Cliente orientado sobre status de agendamento (site)
Conclusão: Orientação","PagBank"
"Como fazer o agendamento da folha de pagamento no site PagBank","Para fazer o agendamento da folha de pagamento pelo **site PagBank**:
1. Acesse sua conta PagBank (Perfil empresarial) pelo site;
2. Navegue até **Folha de Pagamento**;
3. Caso ainda não tenha cadastrado, importe ou adicione os funcionários e dados salariais;
4. Escolha a opção de **Agendar** a folha de pagamento;
5. Selecione a data desejada para pagamento (semanal, mensal, ou uma data específica);
6. Confirme o agendamento.

O PagBank irá programar os pagamentos para a data escolhida. Lembre-se de verificar se todos os funcionários possuem conta PagBank ativa para receber.","Unidade de negócio: PagBank
Produto: Folha de Pagamento
Motivo: Agendamento de folha de pagamento
Submotivo: Cliente orientado a agendar folha pelo site
Conclusão: Orientação","PagBank"
"Como editar ou excluir um Contato Seguro no Pix","Para editar ou excluir um **Contato Seguro** cadastrado no Pix PagBank:
1. Abra o app PagBank e faça login;
2. Na tela inicial, toque em **Pix/QR Code**;
3. Procure pela opção **Contatos Seguros**;
4. Você verá a lista de contatos seguros cadastrados. Selecione o contato que deseja editar ou excluir;
5. Para editar, altere as informações desejadas e salve. Para excluir, confirme a remoção do contato da lista de seguros.

Dessa forma, o cliente pode gerenciar seus Contatos Seguros diretamente pelo aplicativo.","Unidade de negócio: PagBank
Produto: Pix (Contatos Seguros)
Motivo: Gerenciamento de Contatos Seguros
Submotivo: Edição/Exclusão de Contato Seguro
Conclusão: Orientação","PagBank"
"Prazos para cadastro ou alteração de limites de Contatos Seguros","Os prazos relacionados ao cadastro ou alteração de limites de **Contatos Seguros** no PagBank são:
- **Cadastro de Contato Seguro:** o contato passa a valer imediatamente após ser cadastrado com sucesso;
- **Alteração de Limite de Contato Seguro:** ao alterar o limite para um contato seguro, geralmente o novo limite entra em vigor imediatamente. Contudo, caso haja alguma análise de segurança envolvida, pode haver um pequeno prazo (por exemplo, alguns minutos) para atualização.

No geral, as mudanças nos contatos seguros têm efeito quase instantâneo, mas recomenda-se aguardar alguns instantes e conferir se o novo limite está ativo.","Unidade de negócio: PagBank
Produto: Pix (Contatos Seguros)
Motivo: Limites de Contatos Seguros
Submotivo: Dúvidas sobre prazo de atualização de limites
Conclusão: Orientação","PagBank"
"Limite separado para Contatos Seguros","No PagBank, existe um limite específico (separado) para transações com **Contatos Seguros**. Isso significa que, além do limite geral de Pix, o cliente tem um limite dedicado para operações envolvendo os contatos marcados como seguros. Esse limite adicional visa proporcionar mais segurança e controle nas transações.

Por exemplo: se o cliente definir um determinado valor como limite para Contatos Seguros, ele poderá transacionar até esse valor com contatos confiáveis, independentemente do limite geral de Pix.","Unidade de negócio: PagBank
Produto: Pix (Contatos Seguros)
Motivo: Limites de Contatos Seguros
Submotivo: Explicação sobre limite separado para contatos seguros
Conclusão: Orientação","PagBank"
"Uso do limite de Contatos Seguros em qualquer horário","O limite definido para **Contatos Seguros** pode ser utilizado a qualquer horário. Não há restrição de período do dia para usar o limite dos contatos seguros, diferentemente de algumas transações Pix comuns que podem ter limites reduzidos em horários noturnos. Assim, se um contato está marcado como seguro, o cliente pode realizar transações até o limite estabelecido para esse contato em qualquer horário, inclusive à noite ou de madrugada.","Unidade de negócio: PagBank
Produto: Pix (Contatos Seguros)
Motivo: Limites de Contatos Seguros
Submotivo: Uso do limite de contatos seguros em horário irrestrito
Conclusão: Orientação","PagBank"
"Disponibilidade da funcionalidade para QR Code Pix","A funcionalidade de **Contatos Seguros** do PagBank atualmente se aplica às transferências Pix por chave, número de conta ou CPF/CNPJ. Para QR Code Pix, não há necessidade de ""Contato Seguro"", pois o QR Code em si já contém as informações de destino e não identifica previamente um contato como seguro ou não. Portanto, não existe uma configuração específica de Contato Seguro para transações via QR Code Pix. O cliente pode usar QR Codes normalmente, respeitando os limites gerais de Pix.","Unidade de negócio: PagBank
Produto: Pix
Motivo: Uso de QR Code Pix
Submotivo: Esclarecimento sobre Contatos Seguros e QR Code
Conclusão: Orientação","PagBank"
"Identificação automática de Contatos Seguros nas transferências Pix","As transferências Pix identificam automaticamente quando o destinatário é um **Contato Seguro** cadastrado pelo cliente. Ou seja, se o cliente já adicionou certo destinatário como contato seguro, o sistema PagBank reconhecerá e aplicará o limite diferenciado (mais alto) para aquela transferência. O cliente não precisa fazer nenhuma ação adicional no momento da transferência — a identificação é interna e automática, garantindo mais agilidade nas transações com contatos confiáveis.","Unidade de negócio: PagBank
Produto: Pix (Contatos Seguros)
Motivo: Funcionamento de Contatos Seguros
Submotivo: Identificação automática de contatos seguros em Pix
Conclusão: Orientação","PagBank"
"Como as cobranças da tarifa administrativa são feitas?","A **tarifa administrativa** do PagBank, quando aplicável, é cobrada da seguinte forma:
- A tarifa é descontada diretamente da conta PagBank do cliente, automaticamente, no momento em que o serviço sujeito à tarifa é utilizado ou em ciclos mensais (dependendo da natureza da tarifa);
- O cliente pode verificar essas cobranças no extrato da conta PagBank, onde serão descritas como tarifa administrativa ou descrição similar;
- Não é enviada cobrança em boleto ou outro meio — o valor é debitado do saldo disponível na conta PagBank.

Dessa forma, as tarifas administrativas são simples e transparentes, aparecendo no extrato sem necessidade de ação do cliente.","Unidade de negócio: PagBank
Produto: Conta PagBank
Motivo: Tarifa administrativa
Submotivo: Dúvidas sobre cobrança de tarifa administrativa
Conclusão: Orientação","PagBank"
"Quais são os critérios de cobrança da tarifa administrativa?","Os critérios para cobrança de **tarifa administrativa** no PagBank podem incluir:
- Tipo de conta ou serviço: algumas tarifas podem ser aplicáveis apenas a certos tipos de conta (exemplo: conta jurídica) ou serviços específicos;
- Tempo de inatividade ou uso: em alguns casos, se a conta ou cartão ficar muito tempo sem uso, pode incidir alguma tarifa (como mensalidade de cartão pré-pago após 12 meses sem uso, por exemplo);
- Regulamentos promocionais: o PagBank pode isentar tarifas mediante certas condições (uso mínimo do serviço, promoções vigentes etc.).

Em suma, a cobrança da tarifa administrativa ocorre conforme previsto no contrato ou tabelas de tarifas do PagBank, levando em conta o comportamento de uso da conta ou produto pelo cliente.","Unidade de negócio: PagBank
Produto: Conta PagBank
Motivo: Tarifa administrativa
Submotivo: Critérios de cobrança de tarifa administrativa
Conclusão: Orientação","PagBank"
"Como excluir uma recarga favorita","Para excluir uma **recarga favorita** no PagBank (recarga de celular, por exemplo):
1. Acesse o aplicativo PagBank e faça login;
2. Vá ao menu de **Recargas** (de celular);
3. Encontre a seção de **Favoritos** ou **Recargas Favoritas**;
4. Localize o número/recarga que deseja excluir dos favoritos;
5. Toque na opção **Remover dos Favoritos** ou similar (pode ser um ícone de lixeira ou ""Excluir"").

Após confirmar, a recarga selecionada deixará de aparecer na lista de favoritas.","Unidade de negócio: PagBank
Produto: Recarga de Celular
Motivo: Gerenciamento de Recargas Favoritas
Submotivo: Exclusão de recarga favorita
Conclusão: Orientação","PagBank"
"É possível mudar/editar as informações da recarga favoritada?","No momento, **não é possível editar** as informações de uma recarga que já foi favoritada. Se o cliente precisa alterar algum dado (por exemplo, o valor padrão da recarga ou o número de telefone), será necessário excluir a recarga dos favoritos e adicionar novamente com os dados desejados.","Unidade de negócio: PagBank
Produto: Recarga de Celular
Motivo: Gerenciamento de Recargas Favoritas
Submotivo: Edição de recarga favorita (não disponível)
Conclusão: Orientação","PagBank"
"É possível salvar mais de uma combinação com o mesmo número de telefone?","Não. Cada número de telefone pode ter apenas uma recarga favoritada associada a ele. Se o cliente tentar salvar outra recarga favorita com o mesmo número, o sistema não permitirá duplicatas. Para adicionar uma nova ""combinação"" diferente (por exemplo, outro valor) para o mesmo número, será preciso alterar a recarga favorita existente para esse número ou remover e cadastrar novamente com os novos parâmetros.","Unidade de negócio: PagBank
Produto: Recarga de Celular
Motivo: Gerenciamento de Recargas Favoritas
Submotivo: Limite de favoritos por número
Conclusão: Orientação","PagBank"
"O botão de favoritar não ficou disponível. Por quê?","Se o botão de **favoritar** não ficou disponível após uma recarga, possíveis motivos incluem:
- A recarga mínima para favoritar não foi atendida (alguns serviços podem exigir um valor mínimo para permitir favoritar);
- Pode ter ocorrido alguma instabilidade momentânea no app no momento de salvar a recarga como favorita;
- O cliente já tem aquele número salvo como favorito (não sendo possível duplicar);
- A funcionalidade de favoritos pode não estar disponível para aquele tipo de recarga específica.

Orientamos o cliente a verificar se a recarga atendeu aos critérios para favoritar e tentar novamente. Em caso de dúvida, remover e reinstalar o app ou aguardar uma atualização pode ajudar se for um bug momentâneo.","Unidade de negócio: PagBank
Produto: Recarga de Celular
Motivo: Dificuldade em favoritar recarga
Submotivo: Botão de favoritar indisponível
Conclusão: Orientação","PagBank"
"É possível favoritar uma recarga que está na lista de recentes?","Sim, é possível favoritar uma recarga que aparece na lista de recentes do PagBank. Para isso, localize a recarga desejada no histórico de recargas recentes e procure a opção (estrela ou botão) para adicionar aos favoritos. Ao selecioná-la, aquela recarga passará a constar na lista de recargas favoritas para acesso rápido.","Unidade de negócio: PagBank
Produto: Recarga de Celular
Motivo: Gerenciamento de Recargas Favoritas
Submotivo: Favoritar recarga recente
Conclusão: Orientação","PagBank"
"Aparece uma tela branca e, em seguida, o aplicativo fecha.","Caso o app PagBank apresente uma tela branca e feche sozinho (crash), oriente o cliente a:
- Verificar se o aplicativo está atualizado para a última versão disponível;
- Limpar o cache do aplicativo PagBank nas configurações do dispositivo;
- Reiniciar o smartphone;
- Se o problema persistir, desinstalar e reinstalar o aplicativo.

Esses passos geralmente resolvem falhas temporárias no aplicativo. Se mesmo assim não funcionar, o cliente deve aguardar uma atualização corrigindo o problema ou entrar em contato novamente para suporte técnico.","Unidade de negócio: PagBank
Produto: Aplicativo PagBank
Motivo: Erros no aplicativo
Submotivo: App fechando inesperadamente (tela branca)
Conclusão: Orientação","PagBank"
"Surge um pop-up de erro que requer o encerramento do aplicativo.","Se um pop-up de erro aparece pedindo para encerrar o aplicativo PagBank, trate-se de uma falha do app. Orientações ao cliente:
- Forçar a parada do aplicativo nas configurações do aparelho e abri-lo novamente;
- Verificar se o app está atualizado e, se não, atualizar na loja (Play Store/App Store);
- Limpar cache e dados do app (lembrando que limpar dados irá requerer novo login);
- Reiniciar o dispositivo.

Geralmente, essas ações resolvem erros transitórios. Caso contrário, a recomendação é reinstalar o app e/ou aguardar atualizações, pois esse tipo de erro costuma ser corrigido em novas versões.","Unidade de negócio: PagBank
Produto: Aplicativo PagBank
Motivo: Erros no aplicativo
Submotivo: Pop-up de erro encerrando app
Conclusão: Orientação","PagBank"
